County,State,Hazard Score,Wildfire,Volcano,Tornado,Snowfall,Landslide,Hurricane,Earthquake,Drought,Heatwave,Avalanche,Flood
miner county,SD,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
minnehaha county,SD,13,Low,None,High,Medium,Low,None,Low,None,Medium,None,High
moody county,SD,9,Low,None,Low,Medium,Low,None,Low,None,Medium,None,Low
oglala lakota county,SD,11,High,None,Low,Medium,Medium,None,Low,None,Low,None,Low
pennington county,SD,12,Medium,None,Low,Medium,High,None,Low,None,Low,None,Medium
perkins county,SD,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
potter county,SD,10,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,Low
roberts county,SD,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
sanborn county,SD,10,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Medium
spink county,SD,11,Low,None,Medium,Medium,Low,None,Low,None,Low,None,High
stanley county,SD,10,Low,None,Low,Medium,High,None,Low,None,Low,None,Low
sully county,SD,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
todd county,SD,11,High,None,Low,Medium,Medium,None,Low,None,Low,None,Low
tripp county,SD,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
turner county,SD,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
union county,SD,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
walworth county,SD,10,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,Low
yankton county,SD,14,Low,None,High,Medium,Medium,None,Low,None,Medium,None,High
ziebach county,SD,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
anderson county,TN,13,Low,None,Low,Low,High,None,Medium,None,High,None,Medium
bedford county,TN,10,Low,None,Medium,Low,Low,Low,Low,None,Low,None,Medium
benton county,TN,12,Low,None,High,Low,Low,Low,Medium,None,Medium,None,Low
bledsoe county,TN,15,High,None,Low,Low,High,Low,Medium,None,High,None,Low
blount county,TN,13,Low,None,Low,Low,High,None,Medium,None,Medium,None,High
bradley county,TN,18,Low,None,High,Low,High,Medium,Medium,None,High,None,High
campbell county,TN,9,Low,None,None,Low,High,None,Medium,None,Low,None,Low
cannon county,TN,13,Low,None,Medium,Low,Medium,Medium,Low,None,High,None,Low
carroll county,TN,10,Low,None,Medium,Low,Low,Low,Medium,None,Low,None,Low
carter county,TN,12,Low,None,Low,Medium,High,None,Medium,None,Low,None,Medium
cheatham county,TN,13,Low,None,Medium,Low,Low,None,Medium,None,High,None,High
chester county,TN,9,Low,None,Low,Low,Low,None,Medium,None,Medium,None,Low
claiborne county,TN,14,Medium,None,Low,Medium,High,None,Medium,None,High,None,Low
clay county,TN,10,Low,None,None,Low,Medium,Medium,Low,None,Low,None,Medium
cocke county,TN,12,Low,None,Low,Low,High,None,Medium,None,High,None,Low
coffee county,TN,13,Low,None,Medium,Low,Medium,Low,Low,None,High,None,Medium
crockett county,TN,14,Low,None,High,Low,Low,None,High,None,High,None,Medium
cumberland county,TN,12,Low,None,Medium,Low,High,Low,Medium,None,Low,None,Low
davidson county,TN,14,Low,None,High,Low,Low,Low,Low,None,High,None,High
decatur county,TN,12,Low,None,Low,Low,Low,Medium,Medium,None,High,None,Low
dekalb county,TN,12,Low,None,Medium,Low,Medium,Medium,Low,None,Medium,None,Low
dickson county,TN,12,Low,None,Medium,Low,Low,None,Medium,None,High,None,Medium
dyer county,TN,17,Low,None,High,Low,High,None,High,None,High,None,High
fayette county,TN,12,Low,None,Medium,Low,Low,Low,Medium,None,Medium,None,Medium
fentress county,TN,14,Low,None,Medium,Medium,High,Low,Low,None,High,None,Low
franklin county,TN,12,Low,None,Medium,Low,Medium,Low,Medium,None,Medium,None,Low
gibson county,TN,16,Low,None,High,Low,Medium,Low,High,None,High,None,Medium
giles county,TN,11,Low,None,Medium,Low,Low,Low,Low,None,Medium,None,Medium
grainger county,TN,13,Medium,None,Low,Low,High,None,Medium,None,Medium,None,Medium
greene county,TN,10,Low,None,Low,Low,High,None,Medium,None,Low,None,Low
grundy county,TN,14,High,None,Medium,Low,Medium,Low,Medium,None,Medium,None,Low
hamblen county,TN,12,Low,None,None,Low,High,None,Medium,None,High,None,Medium
hamilton county,TN,15,Medium,None,Low,Low,High,Low,Medium,None,Medium,None,High
hancock county,TN,12,Medium,None,Low,Medium,High,None,Medium,None,Low,None,Low
hardeman county,TN,12,Low,None,Medium,Low,Low,Low,Medium,None,High,None,Low
hardin county,TN,14,Low,None,Medium,Low,Low,Medium,Medium,None,Medium,None,High
hawkins county,TN,14,Low,None,Low,Medium,High,None,Medium,None,High,None,Medium
haywood county,TN,13,Low,None,Medium,Low,Low,Low,High,None,High,None,Low
henderson county,TN,11,Low,None,Medium,Low,Low,None,Medium,None,High,None,Low
henry county,TN,11,Low,None,Medium,Low,Low,Low,Medium,None,Medium,None,Low
hickman county,TN,11,Low,None,Low,Low,Low,Low,Medium,None,High,None,Low
houston county,TN,9,Low,None,Low,Low,Low,None,Medium,None,Medium,None,Low
humphreys county,TN,10,Low,None,Low,Low,Low,None,Medium,None,High,None,Low
jackson county,TN,11,Low,None,Low,Low,Medium,Medium,Low,None,Medium,None,Low
jefferson county,TN,12,Low,None,Low,Low,High,None,Medium,None,Medium,None,Medium
johnson county,TN,11,Low,None,None,Medium,High,Low,Medium,None,Low,None,Low
knox county,TN,12,Low,None,Low,Low,High,None,Medium,None,Low,None,High
lake county,TN,12,Low,None,Medium,Low,High,None,High,None,Low,None,Low
lauderdale county,TN,16,Low,None,High,Low,Medium,None,High,None,High,None,High
lawrence county,TN,10,Low,None,High,Low,Low,None,Medium,None,Low,None,Low
lewis county,TN,9,Low,None,Low,Low,Low,Low,Medium,None,Low,None,Low
lincoln county,TN,13,Low,None,High,Low,Medium,Low,Low,None,Medium,None,Medium
loudon county,TN,13,Low,None,Low,Low,High,None,Medium,None,Medium,None,High
macon county,TN,10,Low,None,Medium,Low,Low,Low,Low,None,Medium,None,Low
madison county,TN,13,Low,None,High,Low,Low,Low,Medium,None,Low,None,High
marion county,TN,14,High,None,Low,Low,High,Low,Medium,None,Low,None,Medium
marshall county,TN,10,Low,None,Medium,Low,Low,Low,Low,None,Low,None,Medium
maury county,TN,12,Low,None,Low,Low,Low,Low,Low,None,High,None,High
mcminn county,TN,14,Low,None,Medium,Low,High,Low,Medium,None,Medium,None,Medium
mcnairy county,TN,13,Low,None,Medium,Low,Low,Low,Medium,None,High,None,Medium
meigs county,TN,14,Low,None,Low,Low,High,Low,Medium,None,Medium,None,High
monroe county,TN,12,Low,None,Low,Low,High,Low,Medium,None,Medium,None,Low
montgomery county,TN,13,Low,None,High,Low,Low,Low,Medium,None,Low,None,High
moore county,TN,9,Low,None,Medium,Low,Low,None,Low,None,Low,None,Medium
morgan county,TN,12,Low,None,Low,Low,High,None,Medium,None,High,None,Low
obion county,TN,13,Low,None,Low,Low,Medium,None,High,None,High,None,Medium
overton county,TN,12,Low,None,Medium,Low,Medium,Low,Low,None,High,None,Low
perry county,TN,11,Low,None,Low,Low,Low,Medium,Medium,None,Medium,None,Low
pickett county,TN,15,Low,None,High,Low,High,Medium,Low,None,High,None,Low
polk county,TN,12,Low,None,Low,Low,High,Low,Medium,None,Low,None,Medium
putnam county,TN,12,Low,None,Medium,Low,High,Medium,Low,None,Low,None,Low
rhea county,TN,15,Low,None,Low,Low,High,Medium,Medium,None,Medium,None,High
roane county,TN,13,Low,None,Low,Low,High,None,Medium,None,Medium,None,High
robertson county,TN,10,Low,None,Medium,Low,Low,None,Low,None,Medium,None,Medium
rutherford county,TN,15,Low,None,High,Low,Medium,Low,Low,None,High,None,High
scott county,TN,11,Low,None,Low,Low,High,None,Medium,None,Medium,None,Low
sequatchie county,TN,15,High,None,Low,Low,High,None,Medium,None,High,None,Medium
sevier county,TN,12,Low,None,None,Low,High,None,Medium,None,High,None,Medium
shelby county,TN,16,Low,None,High,Low,Medium,Low,High,None,Medium,None,High
smith county,TN,13,Low,None,Medium,Low,Medium,Low,Low,None,Medium,None,High
stewart county,TN,12,Low,None,Medium,Low,Low,Low,Medium,None,High,None,Low
sullivan county,TN,13,Low,None,Low,Medium,High,None,Medium,None,Low,None,High
sumner county,TN,11,Low,None,High,Low,Low,None,Low,None,Medium,None,Medium
tipton county,TN,14,Low,None,High,Low,Medium,None,High,None,Medium,None,Medium
trousdale county,TN,15,Low,None,High,Low,Low,Medium,Low,None,High,None,High
unicoi county,TN,14,Low,None,Low,Medium,High,None,Medium,None,High,None,Medium
union county,TN,10,Low,None,Low,Low,High,None,Medium,None,Low,None,Low
van buren county,TN,13,Medium,None,Low,Low,High,None,Medium,None,High,None,Low
warren county,TN,11,Medium,None,Medium,Low,Medium,Low,Low,None,Low,None,Low
washington county,TN,12,Low,None,Low,Medium,High,None,Medium,None,Low,None,Medium
wayne county,TN,11,Low,None,Medium,Low,Low,Low,Medium,None,Medium,None,Low
weakley county,TN,12,Low,None,Medium,Low,Low,None,High,None,High,None,Low
white county,TN,10,Low,None,Medium,Low,Medium,None,Low,None,Medium,None,Low
williamson county,TN,12,Low,None,Medium,Low,Low,Low,Low,None,Medium,None,High
wilson county,TN,14,Low,None,Medium,Low,Medium,Low,Low,None,High,None,High
anderson county,TX,14,Medium,None,High,Low,Low,Medium,Low,None,High,None,Low
andrews county,TX,8,Low,None,Low,Low,Low,None,Low,None,Medium,None,Low
angelina county,TX,14,Medium,None,High,Low,Low,Medium,Low,None,High,None,Low
aransas county,TX,13,Low,None,Medium,Low,Low,High,Low,None,Low,None,High
archer county,TX,10,Medium,None,Medium,Low,Low,None,Low,None,Medium,None,Low
armstrong county,TX,10,Medium,None,Medium,Medium,Low,None,Low,None,Low,None,Low
atascosa county,TX,10,Low,None,Low,Low,Low,Low,Low,None,High,None,Low
austin county,TX,13,Low,None,Medium,Low,Low,Medium,Low,None,High,None,Medium
bailey county,TX,10,Low,None,High,Low,Low,None,Low,None,Medium,None,Low
bandera county,TX,8,Low,None,Low,Low,Low,None,Low,None,Medium,None,Low
bastrop county,TX,16,Medium,None,Medium,Low,Medium,Medium,Low,None,High,None,High
baylor county,TX,9,Low,None,Medium,Low,Low,None,Low,None,Medium,None,Low
bee county,TX,13,Low,None,Medium,Low,Low,Medium,Low,None,High,None,Medium
bell county,TX,15,Low,None,High,Low,Medium,Low,Low,None,High,None,High
bexar county,TX,14,Low,None,High,Low,Medium,Low,Low,None,High,None,Medium
blanco county,TX,10,Low,None,Low,Low,Low,Low,Low,None,High,None,Low
borden county,TX,9,Medium,None,Low,Low,Low,None,Low,None,Medium,None,Low
bosque county,TX,12,Low,None,Medium,Low,Low,Medium,Low,None,High,None,Low
bowie county,TX,13,Medium,None,High,Low,Medium,None,Low,None,High,None,Low
brazoria county,TX,13,Low,None,High,Low,Low,High,Low,None,Medium,None,Low
brazos county,TX,13,Low,None,Medium,Low,Low,Medium,Low,None,High,None,Medium
brewster county,TX,10,Low,None,Low,Low,Low,Low,Low,None,High,None,Low
briscoe county,TX,11,Medium,None,Medium,Low,Low,None,Low,None,High,None,Low
brooks county,TX,12,Medium,None,Low,Low,Low,Medium,Low,None,High,None,Low
brown county,TX,9,Medium,None,Medium,Low,Low,None,Low,None,Low,None,Low
burleson county,TX,12,Low,None,Medium,Low,Low,Medium,Low,None,High,None,Low
burnet county,TX,12,Medium,None,Medium,Low,Low,None,Low,None,High,None,Medium
caldwell county,TX,16,Low,None,High,Low,Medium,Medium,Low,None,High,None,High
calhoun county,TX,14,Low,None,Medium,Low,Low,High,Low,None,Medium,None,High
callahan county,TX,11,Medium,None,High,Low,Low,None,Low,None,Medium,None,Low
cameron county,TX,11,Low,None,Medium,Low,Low,High,Low,None,Low,None,Low
camp county,TX,14,High,None,Medium,Low,Low,Medium,Low,None,High,None,Low
carson county,TX,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
cass county,TX,11,High,None,High,Low,Low,None,Low,None,Low,None,Low
castro county,TX,12,Low,None,High,Medium,Low,None,Low,None,High,None,Low
chambers county,TX,17,High,None,Medium,Low,Low,High,Low,None,High,None,High
cherokee county,TX,12,High,None,Medium,Low,Low,Medium,Low,None,Low,None,Low
childress county,TX,10,Low,None,Medium,Low,Low,None,Low,None,High,None,Low
clay county,TX,9,High,None,Low,Low,Low,None,Low,None,Low,None,Low
cochran county,TX,9,Low,None,Medium,Low,Low,None,Low,None,Medium,None,Low
coke county,TX,10,Medium,None,Low,Low,Low,Low,Low,None,Medium,None,Low
coleman county,TX,10,Low,None,Medium,Low,Low,None,Low,None,High,None,Low
collin county,TX,14,Low,None,High,Low,Medium,Low,Low,None,High,None,Medium
collingsworth county,TX,12,Medium,None,High,Low,Low,None,Low,None,High,None,Low
colorado county,TX,14,Low,None,Medium,Low,Low,Medium,Low,None,High,None,High
comal county,TX,12,Low,None,Low,Low,Medium,None,Low,None,High,None,High
comanche county,TX,11,Medium,None,High,Low,Low,None,Low,None,Medium,None,Low
concho county,TX,10,Low,None,Low,Low,Low,Low,Low,None,High,None,Low
cooke county,TX,13,Low,None,High,Low,Low,Low,Low,None,High,None,Medium
coryell county,TX,9,Low,None,Medium,Low,Low,None,Low,None,Medium,None,Low
cottle county,TX,9,Medium,None,Low,Low,Low,None,Low,None,Medium,None,Low
crane county,TX,9,Low,None,Low,Low,Low,None,Low,None,High,None,Low
crockett county,TX,9,Low,None,Low,Low,Low,None,Low,None,High,None,Low
crosby county,TX,12,Low,None,High,Low,Low,Low,Low,None,High,None,Low
culberson county,TX,8,Low,None,Low,Low,Low,None,Low,None,Medium,None,Low
dallam county,TX,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
dallas county,TX,14,Low,None,High,Low,Medium,Low,Low,None,Medium,None,High
dawson county,TX,8,Low,None,Medium,Low,Low,None,Low,None,Low,None,Low
deaf smith county,TX,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
delta county,TX,13,Low,None,Medium,Low,High,Low,Low,None,High,None,Low
denton county,TX,15,Low,None,High,Low,Medium,Low,Low,None,High,None,High
dewitt county,TX,11,Low,None,Low,Low,Low,Medium,Low,None,High,None,Low
dickens county,TX,10,Medium,None,Medium,Low,Low,None,Low,None,Medium,None,Low
dimmit county,TX,9,Low,None,Low,Low,Low,Low,Low,None,Medium,None,Low
donley county,TX,13,High,None,High,Low,Low,None,Low,None,High,None,Low
duval county,TX,10,Low,None,Low,Low,Low,Medium,Low,None,Medium,None,Low
eastland county,TX,13,High,None,High,Low,Low,None,Low,None,High,None,Low
ector county,TX,11,Low,None,Medium,Low,Low,None,Low,None,High,None,Medium
edwards county,TX,9,Low,None,Low,Low,Low,Low,Low,None,Medium,None,Low
el paso county,TX,11,Low,None,Low,Low,Low,None,Medium,None,Medium,None,High
ellis county,TX,14,Low,None,High,Low,High,Low,Low,None,Medium,None,Medium
erath county,TX,12,High,None,Medium,Low,Low,None,Low,None,High,None,Low
falls county,TX,12,Low,None,Low,Low,Medium,Medium,Low,None,High,None,Low
fannin county,TX,13,Low,None,High,Low,Medium,Low,Low,None,High,None,Low
fayette county,TX,12,Low,None,Medium,Low,Low,Low,Low,None,Medium,None,High
fisher county,TX,10,Low,None,High,Low,Low,None,Low,None,Medium,None,Low
floyd county,TX,9,Low,None,Medium,Low,Low,None,Low,None,Medium,None,Low
foard county,TX,9,Low,None,Medium,Low,Low,None,Low,None,Medium,None,Low
fort bend county,TX,16,Low,None,High,Low,Low,High,Low,None,High,None,High
franklin county,TX,12,Medium,None,Medium,Low,Medium,Low,Low,None,Medium,None,Low
freestone county,TX,11,Low,None,Low,Low,Low,Medium,Low,None,High,None,Low
frio county,TX,9,Low,None,Low,Low,Low,Low,Low,None,Medium,None,Low
gaines county,TX,9,Low,None,Low,Low,Low,None,Low,None,High,None,Low
galveston county,TX,16,Low,None,High,Low,Low,High,Low,None,High,None,High
garza county,TX,11,High,None,Low,Low,Low,Low,Low,None,Medium,None,Low
gillespie county,TX,10,Low,None,Low,Low,Low,Low,Low,None,High,None,Low
glasscock county,TX,8,Low,None,Low,Low,Low,None,Low,None,Medium,None,Low
goliad county,TX,10,Low,None,Low,Low,Low,Medium,Low,None,Medium,None,Low
gonzales county,TX,12,Low,None,Low,Low,Low,Medium,Low,None,High,None,Medium
gray county,TX,12,Medium,None,High,Medium,Low,None,Low,None,Medium,None,Low
grayson county,TX,12,Low,None,High,Low,Medium,Low,Low,None,Medium,None,Low
gregg county,TX,16,Medium,None,High,Low,Low,Medium,Low,None,High,None,High
grimes county,TX,11,Low,None,Low,Low,Low,Medium,Low,None,High,None,Low
guadalupe county,TX,14,Low,None,Medium,Low,Medium,Low,Low,None,High,None,High
hale county,TX,11,Low,None,High,Low,Low,None,Low,None,High,None,Low
hall county,TX,10,Medium,None,Medium,Low,Low,None,Low,None,Medium,None,Low
hamilton county,TX,9,Medium,None,Low,Low,Low,None,Low,None,Medium,None,Low
hansford county,TX,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
hardeman county,TX,10,Low,None,Medium,Low,Low,None,Low,None,High,None,Low
hardin county,TX,15,Medium,None,Medium,Low,Low,High,Low,None,Medium,None,High
harris county,TX,16,Low,None,High,Low,Low,High,Low,None,High,None,High
harrison county,TX,14,High,None,High,Low,Low,Low,Low,None,High,None,Low
hartley county,TX,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
haskell county,TX,10,Low,None,High,Low,Low,None,Low,None,Medium,None,Low
hays county,TX,15,Low,None,Medium,Low,Medium,Medium,Low,None,High,None,High
hemphill county,TX,12,High,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
henderson county,TX,13,Low,None,Medium,Low,Medium,Low,Low,None,High,None,Medium
hidalgo county,TX,11,Low,None,Low,Low,Low,Medium,Low,None,High,None,Low
hill county,TX,12,Low,None,High,Low,High,Low,Low,None,Low,None,Low
hockley county,TX,11,Low,None,High,Low,Low,None,Low,None,High,None,Low
hood county,TX,14,Medium,None,High,Low,Low,Low,Low,None,High,None,Medium
hopkins county,TX,14,Medium,None,High,Low,Medium,Low,Low,None,High,None,Low
houston county,TX,11,Medium,None,Low,Low,Low,Medium,Low,None,Medium,None,Low
howard county,TX,10,Low,None,Medium,Low,Low,None,Low,None,Medium,None,Medium
hudspeth county,TX,10,Low,None,Low,Low,Low,None,Medium,None,High,None,Low
hunt county,TX,14,Medium,None,High,Low,High,None,Low,None,High,None,Low
hutchinson county,TX,12,Medium,None,High,Medium,Low,None,Low,None,Medium,None,Low
irion county,TX,9,Medium,None,Low,Low,Low,None,Low,None,Medium,None,Low
jack county,TX,11,High,None,Low,Low,Low,None,Low,None,High,None,Low
jackson county,TX,13,Low,None,Medium,Low,Low,Medium,Low,None,Medium,None,High
jasper county,TX,13,High,None,Medium,Low,Low,Medium,Low,None,Medium,None,Low
jeff davis county,TX,9,Low,None,Low,Low,Low,None,Low,None,High,None,Low
jefferson county,TX,16,High,None,High,Low,Low,High,Low,None,Medium,None,Medium
jim hogg county,TX,10,Low,None,Low,Low,Low,Medium,Low,None,Medium,None,Low
jim wells county,TX,11,Low,None,Medium,Low,Low,Medium,Low,None,Medium,None,Low
johnson county,TX,13,Low,None,High,Low,Medium,Medium,Low,None,Low,None,Medium
jones county,TX,9,Low,None,High,Low,Low,None,Low,None,Low,None,Low
karnes county,TX,12,Low,None,Medium,Low,Low,Medium,Low,None,High,None,Low
kaufman county,TX,12,Low,None,Medium,Low,High,None,Low,None,High,None,Low
kendall county,TX,11,Low,None,Medium,Low,Low,Low,Low,None,Medium,None,Medium
kenedy county,TX,13,Medium,None,Low,Low,Low,High,Low,None,High,None,Low
kent county,TX,10,High,None,Low,Low,Low,None,Low,None,Medium,None,Low
kerr county,TX,12,Low,None,Low,Low,Low,Low,Low,None,High,None,High
kimble county,TX,10,Low,None,Low,Low,Low,Low,Low,None,High,None,Low
king county,TX,9,High,None,Low,Low,Low,None,Low,None,Low,None,Low
kinney county,TX,9,Low,None,Low,Low,Low,Low,Low,None,Medium,None,Low
kleberg county,TX,13,Low,None,Low,Low,Low,High,Low,None,Medium,None,High
knox county,TX,8,Low,None,Medium,Low,Low,None,Low,None,Low,None,Low
la salle county,TX,11,Low,None,Low,Low,Low,Medium,Low,None,High,None,Low
lamar county,TX,14,Medium,None,High,Low,Medium,Low,Low,None,High,None,Low
lamb county,TX,11,Low,None,High,Low,Low,None,Low,None,High,None,Low
lampasas county,TX,9,Low,None,Low,Low,Low,None,Low,None,High,None,Low
lavaca county,TX,13,Low,None,Medium,Low,Low,Medium,Low,None,High,None,Medium
lee county,TX,12,Low,None,High,Low,Low,Low,Low,None,High,None,Low
leon county,TX,10,Low,None,Low,Low,Low,Low,Low,None,High,None,Low
liberty county,TX,13,Low,None,Medium,Low,Low,High,Low,None,Low,None,High
limestone county,TX,11,Low,None,Medium,Low,Medium,Low,Low,None,Medium,None,Low
lipscomb county,TX,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
live oak county,TX,12,Low,None,Medium,Low,Low,Medium,Low,None,High,None,Low
llano county,TX,12,Low,None,Low,Low,Low,Low,Low,None,High,None,High
loving county,TX,8,Low,None,Low,Low,Low,None,Low,None,Medium,None,Low
lubbock county,TX,12,Low,None,High,Low,Low,None,Low,None,High,None,Medium
lynn county,TX,9,Low,None,Medium,Low,Low,None,Low,None,Medium,None,Low
madison county,TX,10,Low,None,Medium,Low,Low,Medium,Low,None,Low,None,Low
marion county,TX,11,High,None,High,Low,Low,None,Low,None,Low,None,Low
martin county,TX,8,Low,None,Medium,Low,Low,None,Low,None,Low,None,Low
mason county,TX,8,Low,None,Low,Low,Low,Low,Low,None,Low,None,Low
matagorda county,TX,12,Low,None,Medium,Low,Low,High,Low,None,Medium,None,Low
maverick county,TX,9,Low,None,Low,Low,Low,Low,Low,None,Medium,None,Low
mcculloch county,TX,10,Low,None,Low,Low,Low,Low,Low,None,High,None,Low
mclennan county,TX,16,Low,None,High,Low,Medium,Medium,Low,None,High,None,High
mcmullen county,TX,11,Low,None,Low,Low,Low,Medium,Low,None,High,None,Low
medina county,TX,8,Low,None,Low,Low,Low,None,Low,None,Low,None,Medium
menard county,TX,10,Low,None,Low,Low,Low,Low,Low,None,High,None,Low
midland county,TX,10,Low,None,Medium,Low,Low,None,Low,None,High,None,Low
milam county,TX,12,Low,None,Low,Low,Medium,Medium,Low,None,High,None,Low
mills county,TX,9,Low,None,Low,Low,Low,None,Low,None,High,None,Low
mitchell county,TX,11,Medium,None,Medium,Low,Low,Low,Low,None,Medium,None,Low
montague county,TX,12,Medium,None,Medium,Low,Low,Low,Low,None,High,None,Low
montgomery county,TX,14,Medium,None,Medium,Low,Low,High,Low,None,Low,None,High
moore county,TX,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
morris county,TX,11,High,None,Medium,Low,Low,Low,Low,None,Low,None,Low
motley county,TX,9,Medium,None,Low,Low,Low,None,Low,None,Medium,None,Low
nacogdoches county,TX,13,Medium,None,Medium,Low,Low,Medium,Low,None,High,None,Low
navarro county,TX,12,Low,None,Medium,Low,Medium,Low,Low,None,High,None,Low
newton county,TX,12,High,None,Low,Low,Low,Medium,Low,None,Medium,None,Low
nolan county,TX,11,High,None,Medium,Low,Low,None,Low,None,Medium,None,Low
nueces county,TX,13,Low,None,High,Low,Low,High,Low,None,Medium,None,Low
ochiltree county,TX,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
oldham county,TX,12,High,None,Low,Medium,Low,None,Low,None,High,None,Low
orange county,TX,13,Low,None,High,Low,Low,High,Low,None,Medium,None,Low
palo pinto county,TX,10,Medium,None,Low,Low,Low,None,Low,None,High,None,Low
panola county,TX,14,High,None,Medium,Low,Low,Medium,Low,None,High,None,Low
parker county,TX,14,High,None,High,Low,Low,Low,Low,None,High,None,Low
parmer county,TX,12,Low,None,High,Medium,Low,None,Low,None,High,None,Low
pecos county,TX,9,Low,None,Low,Low,Low,None,Low,None,High,None,Low
polk county,TX,11,Medium,None,Medium,Low,Low,Medium,Low,None,Low,None,Low
potter county,TX,12,High,None,Medium,Medium,Low,None,Low,None,Low,None,Medium
presidio county,TX,9,Low,None,Low,Low,Low,Low,Low,None,Medium,None,Low
rains county,TX,12,Low,None,High,Low,Low,Low,Low,None,High,None,Low
randall county,TX,13,Low,None,High,Medium,Low,None,Low,None,Medium,None,High
reagan county,TX,8,Low,None,Low,Low,Low,None,Low,None,Medium,None,Low
real county,TX,9,Low,None,Low,Low,Low,Low,Low,None,Medium,None,Low
red river county,TX,14,High,None,Medium,Low,Medium,Low,Low,None,High,None,Low
reeves county,TX,8,Low,None,Low,Low,Low,None,Low,None,Medium,None,Low
refugio county,TX,13,Low,None,Low,Low,Low,High,Low,None,Medium,None,High
roberts county,TX,10,Medium,None,Medium,Medium,Low,None,Low,None,Low,None,Low
robertson county,TX,10,Low,None,Low,Low,Low,Medium,Low,None,Medium,None,Low
rockwall county,TX,16,Low,None,High,Low,High,Medium,Low,None,High,None,Medium
runnels county,TX,11,Low,None,High,Low,Low,None,Low,None,High,None,Low
rusk county,TX,13,High,None,High,Low,Low,Medium,Low,None,Low,None,Low
sabine county,TX,13,Medium,None,Medium,Low,Low,Medium,Low,None,High,None,Low
san augustine county,TX,13,Medium,None,Medium,Low,Low,Medium,Low,None,High,None,Low
san jacinto county,TX,13,Medium,None,Medium,Low,Low,Medium,Low,None,High,None,Low
san patricio county,TX,14,Low,None,High,Low,Low,High,Low,None,Medium,None,Medium
san saba county,TX,10,Low,None,Low,Low,Low,Low,Low,None,High,None,Low
schleicher county,TX,10,Low,None,Low,Low,Low,Low,Low,None,High,None,Low
scurry county,TX,10,Medium,None,Medium,Low,Low,Low,Low,None,Low,None,Low
shackelford county,TX,10,Medium,None,Medium,Low,Low,None,Low,None,Medium,None,Low
shelby county,TX,13,Medium,None,High,Low,Low,Medium,Low,None,Medium,None,Low
sherman county,TX,9,Low,None,Low,Medium,Low,None,Low,None,Medium,None,Low
smith county,TX,15,High,None,High,Low,Low,Medium,Low,None,Medium,None,Medium
somervell county,TX,13,Medium,None,Medium,Low,Low,Medium,Low,None,High,None,Low
starr county,TX,11,Low,None,Low,Low,Low,Medium,Low,None,High,None,Low
stephens county,TX,10,Medium,None,Low,Low,Low,None,Low,None,High,None,Low
sterling county,TX,9,Medium,None,Low,Low,Low,None,Low,None,Medium,None,Low
stonewall county,TX,9,Medium,None,Low,Low,Low,None,Low,None,Medium,None,Low
sutton county,TX,9,Low,None,Low,Low,Low,Low,Low,None,Medium,None,Low
swisher county,TX,12,Low,None,High,Medium,Low,None,Low,None,High,None,Low
tarrant county,TX,15,Low,None,High,Low,Medium,Low,Low,None,High,None,High
taylor county,TX,11,Low,None,High,Low,Low,None,Low,None,Low,None,High
terrell county,TX,8,Low,None,Low,Low,Low,None,Low,None,Medium,None,Low
terry county,TX,10,Low,None,Medium,Low,Low,None,Low,None,High,None,Low
throckmorton county,TX,9,Low,None,Medium,Low,Low,None,Low,None,Medium,None,Low
titus county,TX,15,High,None,High,Low,Low,Medium,Low,None,High,None,Low
tom green county,TX,12,Low,None,Medium,Low,Low,Low,Low,None,Medium,None,High
travis county,TX,15,Low,None,High,Low,Medium,Low,Low,None,High,None,High
trinity county,TX,13,Medium,None,Medium,Low,Low,Medium,Low,None,High,None,Low
tyler county,TX,12,High,None,Low,Low,Low,Medium,Low,None,Medium,None,Low
upshur county,TX,12,High,None,Medium,Low,Low,Medium,Low,None,Low,None,Low
upton county,TX,9,Low,None,Low,Low,Low,None,Low,None,High,None,Low
uvalde county,TX,9,Low,None,Low,Low,Low,Low,Low,None,Medium,None,Low
val verde county,TX,9,Low,None,Low,Low,Low,Low,Low,None,Medium,None,Low
van zandt county,TX,11,Low,None,Medium,Low,Low,Low,Low,None,High,None,Low
